"MTU","AREA","Day ahead total load forecast (MW)","Actual total load (MW)"
"13/04/2021 01:00:00 - 13/04/2021 02:00:00","BZN|DK1","2333.00","2401.29"
"13/04/2021 02:00:00 - 13/04/2021 03:00:00","BZN|DK1","2317.00","2310.03"
"13/04/2021 03:00:00 - 13/04/2021 04:00:00","BZN|DK1","2283.00","2281.32"
"13/04/2021 04:00:00 - 13/04/2021 05:00:00","BZN|DK1","2335.00","2330.31"
"13/04/2021 05:00:00 - 13/04/2021 06:00:00","BZN|DK1","2506.00","2475.97"
"13/04/2021 06:00:00 - 13/04/2021 07:00:00","BZN|DK1","2774.00","2821.51"
"13/04/2021 07:00:00 - 13/04/2021 08:00:00","BZN|DK1","3065.00","3042.60"
"13/04/2021 08:00:00 - 13/04/2021 09:00:00","BZN|DK1","3180.00","3205.99"
"13/04/2021 09:00:00 - 13/04/2021 10:00:00","BZN|DK1","3250.00","3227.47"
"13/04/2021 10:00:00 - 13/04/2021 11:00:00","BZN|DK1","3296.00","3306.35"
"13/04/2021 11:00:00 - 13/04/2021 12:00:00","BZN|DK1","3328.00","3274.69"
"13/04/2021 12:00:00 - 13/04/2021 13:00:00","BZN|DK1","3215.00","3178.53"
"13/04/2021 13:00:00 - 13/04/2021 14:00:00","BZN|DK1","3162.00","3094.33"
"13/04/2021 14:00:00 - 13/04/2021 15:00:00","BZN|DK1","3054.00","3075.19"
"13/04/2021 15:00:00 - 13/04/2021 16:00:00","BZN|DK1","2976.00","3001.50"
"13/04/2021 16:00:00 - 13/04/2021 17:00:00","BZN|DK1","2964.00","3035.56"
"13/04/2021 17:00:00 - 13/04/2021 18:00:00","BZN|DK1","3148.00","3196.35"
"13/04/2021 18:00:00 - 13/04/2021 19:00:00","BZN|DK1","3067.00","3039.53"
"13/04/2021 19:00:00 - 13/04/2021 20:00:00","BZN|DK1","2913.00","2874.41"
"13/04/2021 20:00:00 - 13/04/2021 21:00:00","BZN|DK1","2826.00","2759.78"
"13/04/2021 21:00:00 - 13/04/2021 22:00:00","BZN|DK1","2770.00","2701.29"
"13/04/2021 22:00:00 - 13/04/2021 23:00:00","BZN|DK1","2654.00","2557.66"
"13/04/2021 23:00:00 - 14/04/2021 00:00:00","BZN|DK1","2530.00","2317.81"
"14/04/2021 00:00:00 - 14/04/2021 01:00:00","BZN|DK1","2224.00","2256.32"
"14/04/2021 01:00:00 - 14/04/2021 02:00:00","BZN|DK1","2185.00","2265.41"
"14/04/2021 02:00:00 - 14/04/2021 03:00:00","BZN|DK1","2214.00","2252.68"
"14/04/2021 03:00:00 - 14/04/2021 04:00:00","BZN|DK1","2260.00","2269.80"
"14/04/2021 04:00:00 - 14/04/2021 05:00:00","BZN|DK1","2333.00","2329.49"
"14/04/2021 05:00:00 - 14/04/2021 06:00:00","BZN|DK1","2510.00","2458.01"
"14/04/2021 06:00:00 - 14/04/2021 07:00:00","BZN|DK1","2732.00","2741.56"
"14/04/2021 07:00:00 - 14/04/2021 08:00:00","BZN|DK1","3206.00","3170.93"
"14/04/2021 08:00:00 - 14/04/2021 09:00:00","BZN|DK1","3199.00","3018.76"
"14/04/2021 09:00:00 - 14/04/2021 10:00:00","BZN|DK1","3075.00","3056.73"
"14/04/2021 10:00:00 - 14/04/2021 11:00:00","BZN|DK1","3145.00","3155.61"
"14/04/2021 11:00:00 - 14/04/2021 12:00:00","BZN|DK1","3195.00","3120.48"
"14/04/2021 12:00:00 - 14/04/2021 13:00:00","BZN|DK1","3104.00","3031.67"
"14/04/2021 13:00:00 - 14/04/2021 14:00:00","BZN|DK1","3049.00","2990.44"
"14/04/2021 14:00:00 - 14/04/2021 15:00:00","BZN|DK1","2922.00","2948.13"
"14/04/2021 15:00:00 - 14/04/2021 16:00:00","BZN|DK1","2827.00","2834.40"
"14/04/2021 16:00:00 - 14/04/2021 17:00:00","BZN|DK1","2808.00","2871.48"
"14/04/2021 17:00:00 - 14/04/2021 18:00:00","BZN|DK1","2999.00","3020.55"
"14/04/2021 18:00:00 - 14/04/2021 19:00:00","BZN|DK1","2898.00","2868.80"
"14/04/2021 19:00:00 - 14/04/2021 20:00:00","BZN|DK1","2764.00","2780.82"
"14/04/2021 20:00:00 - 14/04/2021 21:00:00","BZN|DK1","2720.00","2682.70"
"14/04/2021 21:00:00 - 14/04/2021 22:00:00","BZN|DK1","2660.00","2613.69"
"14/04/2021 22:00:00 - 14/04/2021 23:00:00","BZN|DK1","2526.00","2528.57"
"14/04/2021 23:00:00 - 15/04/2021 00:00:00","BZN|DK1","2373.00","2317.28"
"15/04/2021 00:00:00 - 15/04/2021 01:00:00","BZN|DK1","2189.00","2184.12"
"15/04/2021 01:00:00 - 15/04/2021 02:00:00","BZN|DK1","2140.00","2208.31"
"15/04/2021 02:00:00 - 15/04/2021 03:00:00","BZN|DK1","2202.00","2238.86"
"15/04/2021 03:00:00 - 15/04/2021 04:00:00","BZN|DK1","2206.00","2255.76"
"15/04/2021 04:00:00 - 15/04/2021 05:00:00","BZN|DK1","2257.00","2311.38"
"15/04/2021 05:00:00 - 15/04/2021 06:00:00","BZN|DK1","2385.00","2442.58"
"15/04/2021 06:00:00 - 15/04/2021 07:00:00","BZN|DK1","2647.00","2735.33"
"15/04/2021 07:00:00 - 15/04/2021 08:00:00","BZN|DK1","2997.00","2998.97"
"15/04/2021 08:00:00 - 15/04/2021 09:00:00","BZN|DK1","3163.00","3108.12"
"15/04/2021 09:00:00 - 15/04/2021 10:00:00","BZN|DK1","3182.00","3071.47"
"15/04/2021 10:00:00 - 15/04/2021 11:00:00","BZN|DK1","3224.00","3055.62"
"15/04/2021 11:00:00 - 15/04/2021 12:00:00","BZN|DK1","3094.00","3025.51"
"15/04/2021 12:00:00 - 15/04/2021 13:00:00","BZN|DK1","2990.00","3002.29"
"15/04/2021 13:00:00 - 15/04/2021 14:00:00","BZN|DK1","3035.00","3045.22"
"15/04/2021 14:00:00 - 15/04/2021 15:00:00","BZN|DK1","2978.00","2942.82"
"15/04/2021 15:00:00 - 15/04/2021 16:00:00","BZN|DK1","2840.00","2840.26"
"15/04/2021 16:00:00 - 15/04/2021 17:00:00","BZN|DK1","2802.00","2807.34"
"15/04/2021 17:00:00 - 15/04/2021 18:00:00","BZN|DK1","2885.00","2927.68"
"15/04/2021 18:00:00 - 15/04/2021 19:00:00","BZN|DK1","2828.00","2868.96"
"15/04/2021 19:00:00 - 15/04/2021 20:00:00","BZN|DK1","2745.00","2735.69"
"15/04/2021 20:00:00 - 15/04/2021 21:00:00","BZN|DK1","2685.00","2642.95"
"15/04/2021 21:00:00 - 15/04/2021 22:00:00","BZN|DK1","2608.00","2623.97"
"15/04/2021 22:00:00 - 15/04/2021 23:00:00","BZN|DK1","2499.00","2449.44"
"15/04/2021 23:00:00 - 16/04/2021 00:00:00","BZN|DK1","2374.00","2292.87"
"16/04/2021 00:00:00 - 16/04/2021 01:00:00","BZN|DK1","2185.00","2185.28"
"16/04/2021 01:00:00 - 16/04/2021 02:00:00","BZN|DK1","2101.00","2160.92"
"16/04/2021 02:00:00 - 16/04/2021 03:00:00","BZN|DK1","2113.00","2150.34"
"16/04/2021 03:00:00 - 16/04/2021 04:00:00","BZN|DK1","2123.00","2166.41"
"16/04/2021 04:00:00 - 16/04/2021 05:00:00","BZN|DK1","2176.00","2225.08"
"16/04/2021 05:00:00 - 16/04/2021 06:00:00","BZN|DK1","2352.00","2365.95"
"16/04/2021 06:00:00 - 16/04/2021 07:00:00","BZN|DK1","2628.00","2661.70"
"16/04/2021 07:00:00 - 16/04/2021 08:00:00","BZN|DK1","2967.00","2886.82"
"16/04/2021 08:00:00 - 16/04/2021 09:00:00","BZN|DK1","3116.00","2959.81"
"16/04/2021 09:00:00 - 16/04/2021 10:00:00","BZN|DK1","3159.00","2946.44"
"16/04/2021 10:00:00 - 16/04/2021 11:00:00","BZN|DK1","3244.00","2992.24"
"16/04/2021 11:00:00 - 16/04/2021 12:00:00","BZN|DK1","3261.00","2982.45"
"16/04/2021 12:00:00 - 16/04/2021 13:00:00","BZN|DK1","3141.00","2839.76"
"16/04/2021 13:00:00 - 16/04/2021 14:00:00","BZN|DK1","3050.00","2719.57"
"16/04/2021 14:00:00 - 16/04/2021 15:00:00","BZN|DK1","2658.00","2592.88"
"16/04/2021 15:00:00 - 16/04/2021 16:00:00","BZN|DK1","2505.00","2520.73"
"16/04/2021 16:00:00 - 16/04/2021 17:00:00","BZN|DK1","2520.00","2549.57"
"16/04/2021 17:00:00 - 16/04/2021 18:00:00","BZN|DK1","2697.00","2752.33"
"16/04/2021 18:00:00 - 16/04/2021 19:00:00","BZN|DK1","2714.00","2788.25"
"16/04/2021 19:00:00 - 16/04/2021 20:00:00","BZN|DK1","2627.00","2655.85"
"16/04/2021 20:00:00 - 16/04/2021 21:00:00","BZN|DK1","2536.00","2502.20"
"16/04/2021 21:00:00 - 16/04/2021 22:00:00","BZN|DK1","2447.00","2462.26"
"16/04/2021 22:00:00 - 16/04/2021 23:00:00","BZN|DK1","2287.00","2317.15"
"16/04/2021 23:00:00 - 17/04/2021 00:00:00","BZN|DK1","2134.00","2113.18"
"17/04/2021 00:00:00 - 17/04/2021 01:00:00","BZN|DK1","2005.00","2025.63"
"17/04/2021 01:00:00 - 17/04/2021 02:00:00","BZN|DK1","1945.00","1984.28"
"17/04/2021 02:00:00 - 17/04/2021 03:00:00","BZN|DK1","1930.00","1954.07"
"17/04/2021 03:00:00 - 17/04/2021 04:00:00","BZN|DK1","1909.00","1932.35"
"17/04/2021 04:00:00 - 17/04/2021 05:00:00","BZN|DK1","1927.00","1933.69"
"17/04/2021 05:00:00 - 17/04/2021 06:00:00","BZN|DK1","1986.00","1988.38"
"17/04/2021 06:00:00 - 17/04/2021 07:00:00","BZN|DK1","2082.00","2075.96"
"17/04/2021 07:00:00 - 17/04/2021 08:00:00","BZN|DK1","2267.00","2239.84"
"17/04/2021 08:00:00 - 17/04/2021 09:00:00","BZN|DK1","2438.00","2385.98"
"17/04/2021 09:00:00 - 17/04/2021 10:00:00","BZN|DK1","2505.00","2438.02"
"17/04/2021 10:00:00 - 17/04/2021 11:00:00","BZN|DK1","2526.00","2451.05"
"17/04/2021 11:00:00 - 17/04/2021 12:00:00","BZN|DK1","2470.00","2426.96"
"17/04/2021 12:00:00 - 17/04/2021 13:00:00","BZN|DK1","2434.00","2391.48"
"17/04/2021 13:00:00 - 17/04/2021 14:00:00","BZN|DK1","2383.00","2307.55"
"17/04/2021 14:00:00 - 17/04/2021 15:00:00","BZN|DK1","2305.00","2291.04"
"17/04/2021 15:00:00 - 17/04/2021 16:00:00","BZN|DK1","2261.00","2245.38"
"17/04/2021 16:00:00 - 17/04/2021 17:00:00","BZN|DK1","2278.00","2300.40"
"17/04/2021 17:00:00 - 17/04/2021 18:00:00","BZN|DK1","2457.00","2467.77"
"17/04/2021 18:00:00 - 17/04/2021 19:00:00","BZN|DK1","2432.00","2438.69"
"17/04/2021 19:00:00 - 17/04/2021 20:00:00","BZN|DK1","2280.00","2299.02"
"17/04/2021 20:00:00 - 17/04/2021 21:00:00","BZN|DK1","2226.00","2229.56"
"17/04/2021 21:00:00 - 17/04/2021 22:00:00","BZN|DK1","2208.00","2165.83"
"17/04/2021 22:00:00 - 17/04/2021 23:00:00","BZN|DK1","2061.00","2046.16"
"17/04/2021 23:00:00 - 18/04/2021 00:00:00","BZN|DK1","1926.00","1975.56"
"18/04/2021 00:00:00 - 18/04/2021 01:00:00","BZN|DK1","1876.00","1915.18"
"18/04/2021 01:00:00 - 18/04/2021 02:00:00","BZN|DK1","1831.00","1867.64"
"18/04/2021 02:00:00 - 18/04/2021 03:00:00","BZN|DK1","1821.00","1841.66"
"18/04/2021 03:00:00 - 18/04/2021 04:00:00","BZN|DK1","1814.00","1834.55"
"18/04/2021 04:00:00 - 18/04/2021 05:00:00","BZN|DK1","1829.00","1849.40"
"18/04/2021 05:00:00 - 18/04/2021 06:00:00","BZN|DK1","1885.00","1906.18"
"18/04/2021 06:00:00 - 18/04/2021 07:00:00","BZN|DK1","1969.00","1970.39"
"18/04/2021 07:00:00 - 18/04/2021 08:00:00","BZN|DK1","2129.00","2100.61"
"18/04/2021 08:00:00 - 18/04/2021 09:00:00","BZN|DK1","2323.00","2224.86"
"18/04/2021 09:00:00 - 18/04/2021 10:00:00","BZN|DK1","2390.00","2293.24"
"18/04/2021 10:00:00 - 18/04/2021 11:00:00","BZN|DK1","2426.00","2313.66"
"18/04/2021 11:00:00 - 18/04/2021 12:00:00","BZN|DK1","2466.00","2285.30"
"18/04/2021 12:00:00 - 18/04/2021 13:00:00","BZN|DK1","2441.00","2248.25"
"18/04/2021 13:00:00 - 18/04/2021 14:00:00","BZN|DK1","2294.00","2196.42"
"18/04/2021 14:00:00 - 18/04/2021 15:00:00","BZN|DK1","2193.00","2167.16"
"18/04/2021 15:00:00 - 18/04/2021 16:00:00","BZN|DK1","2155.00","2164.85"
"18/04/2021 16:00:00 - 18/04/2021 17:00:00","BZN|DK1","2201.00","2248.32"
"18/04/2021 17:00:00 - 18/04/2021 18:00:00","BZN|DK1","2425.00","2444.41"
"18/04/2021 18:00:00 - 18/04/2021 19:00:00","BZN|DK1","2420.00","2463.80"
"18/04/2021 19:00:00 - 18/04/2021 20:00:00","BZN|DK1","2310.00","2355.32"
"18/04/2021 20:00:00 - 18/04/2021 21:00:00","BZN|DK1","2279.00","2250.71"
"18/04/2021 21:00:00 - 18/04/2021 22:00:00","BZN|DK1","2208.00","2207.90"
"18/04/2021 22:00:00 - 18/04/2021 23:00:00","BZN|DK1","2096.00","2133.94"
"18/04/2021 23:00:00 - 19/04/2021 00:00:00","BZN|DK1","2003.00","1990.47"
"19/04/2021 00:00:00 - 19/04/2021 01:00:00","BZN|DK1","1925.00","1927.38"
"19/04/2021 01:00:00 - 19/04/2021 02:00:00","BZN|DK1","1873.00","1891.91"
"19/04/2021 02:00:00 - 19/04/2021 03:00:00","BZN|DK1","1894.00","1909.14"
"19/04/2021 03:00:00 - 19/04/2021 04:00:00","BZN|DK1","1930.00","1920.93"
"19/04/2021 04:00:00 - 19/04/2021 05:00:00","BZN|DK1","2014.00","1975.91"
"19/04/2021 05:00:00 - 19/04/2021 06:00:00","BZN|DK1","2142.00","2149.89"
"19/04/2021 06:00:00 - 19/04/2021 07:00:00","BZN|DK1","2430.00","2476.32"
"19/04/2021 07:00:00 - 19/04/2021 08:00:00","BZN|DK1","2773.00","2743.02"
"19/04/2021 08:00:00 - 19/04/2021 09:00:00","BZN|DK1","2899.00","2869.70"
"19/04/2021 09:00:00 - 19/04/2021 10:00:00","BZN|DK1","2908.00","2913.85"
"19/04/2021 10:00:00 - 19/04/2021 11:00:00","BZN|DK1","3001.00","2960.26"
"19/04/2021 11:00:00 - 19/04/2021 12:00:00","BZN|DK1","2958.00","2918.78"
"19/04/2021 12:00:00 - 19/04/2021 13:00:00","BZN|DK1","2893.00","2879.17"
"19/04/2021 13:00:00 - 19/04/2021 14:00:00","BZN|DK1","2899.00","2851.79"
"19/04/2021 14:00:00 - 19/04/2021 15:00:00","BZN|DK1","2782.00","2798.07"
"19/04/2021 15:00:00 - 19/04/2021 16:00:00","BZN|DK1","2681.00","2685.74"
"19/04/2021 16:00:00 - 19/04/2021 17:00:00","BZN|DK1","2622.00","2640.55"
"19/04/2021 17:00:00 - 19/04/2021 18:00:00","BZN|DK1","2777.00","2797.03"
"19/04/2021 18:00:00 - 19/04/2021 19:00:00","BZN|DK1","2698.00","2714.61"
"19/04/2021 19:00:00 - 19/04/2021 20:00:00","BZN|DK1","2574.00","2589.00"
"19/04/2021 20:00:00 - 19/04/2021 21:00:00","BZN|DK1","2514.00","2494.04"
"19/04/2021 21:00:00 - 19/04/2021 22:00:00","BZN|DK1","2498.00","2451.33"
"19/04/2021 22:00:00 - 19/04/2021 23:00:00","BZN|DK1","2419.00","2311.91"
"19/04/2021 23:00:00 - 20/04/2021 00:00:00","BZN|DK1","2294.00","2142.93"
"20/04/2021 00:00:00 - 20/04/2021 01:00:00","BZN|DK1","2040.00","2078.62"
"20/04/2021 01:00:00 - 20/04/2021 02:00:00","BZN|DK1","1982.00","2087.42"
"20/04/2021 02:00:00 - 20/04/2021 03:00:00","BZN|DK1","2007.00","2085.01"
"20/04/2021 03:00:00 - 20/04/2021 04:00:00","BZN|DK1","2055.00","2094.85"
"20/04/2021 04:00:00 - 20/04/2021 05:00:00","BZN|DK1","2125.00","2099.00"
"20/04/2021 05:00:00 - 20/04/2021 06:00:00","BZN|DK1","2237.00","2192.78"
"20/04/2021 06:00:00 - 20/04/2021 07:00:00","BZN|DK1","2409.00","2478.06"
"20/04/2021 07:00:00 - 20/04/2021 08:00:00","BZN|DK1","2716.00","2765.11"
"20/04/2021 08:00:00 - 20/04/2021 09:00:00","BZN|DK1","2899.00","2877.75"
"20/04/2021 09:00:00 - 20/04/2021 10:00:00","BZN|DK1","2936.00","2875.96"
"20/04/2021 10:00:00 - 20/04/2021 11:00:00","BZN|DK1","2986.00","2958.00"
"20/04/2021 11:00:00 - 20/04/2021 12:00:00","BZN|DK1","2982.00","2941.93"
"20/04/2021 12:00:00 - 20/04/2021 13:00:00","BZN|DK1","2916.00","2871.75"
"20/04/2021 13:00:00 - 20/04/2021 14:00:00","BZN|DK1","2880.00","2854.31"
"20/04/2021 14:00:00 - 20/04/2021 15:00:00","BZN|DK1","2799.00","2775.03"
"20/04/2021 15:00:00 - 20/04/2021 16:00:00","BZN|DK1","2659.00","2677.69"
"20/04/2021 16:00:00 - 20/04/2021 17:00:00","BZN|DK1","2622.00","2648.04"
"20/04/2021 17:00:00 - 20/04/2021 18:00:00","BZN|DK1","2725.00","2783.47"
"20/04/2021 18:00:00 - 20/04/2021 19:00:00","BZN|DK1","2690.00","2695.30"
"20/04/2021 19:00:00 - 20/04/2021 20:00:00","BZN|DK1","2571.00","2555.88"
"20/04/2021 20:00:00 - 20/04/2021 21:00:00","BZN|DK1","2503.00","2442.90"
"20/04/2021 21:00:00 - 20/04/2021 22:00:00","BZN|DK1","2491.00","2380.19"
"20/04/2021 22:00:00 - 20/04/2021 23:00:00","BZN|DK1","2379.00","2270.94"
"20/04/2021 23:00:00 - 21/04/2021 00:00:00","BZN|DK1","2246.00","2126.98"
"21/04/2021 00:00:00 - 21/04/2021 01:00:00","BZN|DK1","2029.00","2033.54"
"21/04/2021 01:00:00 - 21/04/2021 02:00:00","BZN|DK1","1961.00","2002.32"
"21/04/2021 02:00:00 - 21/04/2021 03:00:00","BZN|DK1","1972.00","1987.23"
"21/04/2021 03:00:00 - 21/04/2021 04:00:00","BZN|DK1","1957.00","1978.82"
"21/04/2021 04:00:00 - 21/04/2021 05:00:00","BZN|DK1","2035.00","2032.06"
"21/04/2021 05:00:00 - 21/04/2021 06:00:00","BZN|DK1","2177.00","2157.45"
"21/04/2021 06:00:00 - 21/04/2021 07:00:00","BZN|DK1","2440.00","2522.11"
"21/04/2021 07:00:00 - 21/04/2021 08:00:00","BZN|DK1","2847.00","2950.76"
"21/04/2021 08:00:00 - 21/04/2021 09:00:00","BZN|DK1","3048.00","3056.88"
"21/04/2021 09:00:00 - 21/04/2021 10:00:00","BZN|DK1","3074.00","3056.15"
"21/04/2021 10:00:00 - 21/04/2021 11:00:00","BZN|DK1","3131.00","3122.29"
"21/04/2021 11:00:00 - 21/04/2021 12:00:00","BZN|DK1","3139.00","3117.69"
"21/04/2021 12:00:00 - 21/04/2021 13:00:00","BZN|DK1","3094.00","3161.88"
"21/04/2021 13:00:00 - 21/04/2021 14:00:00","BZN|DK1","3180.00","3200.42"
"21/04/2021 14:00:00 - 21/04/2021 15:00:00","BZN|DK1","3143.00","3170.02"
"21/04/2021 15:00:00 - 21/04/2021 16:00:00","BZN|DK1","3025.00","3033.25"
"21/04/2021 16:00:00 - 21/04/2021 17:00:00","BZN|DK1","2939.00","2938.03"
"21/04/2021 17:00:00 - 21/04/2021 18:00:00","BZN|DK1","3014.00","3099.53"
"21/04/2021 18:00:00 - 21/04/2021 19:00:00","BZN|DK1","3002.00","3052.61"
"21/04/2021 19:00:00 - 21/04/2021 20:00:00","BZN|DK1","2869.00","2892.13"
"21/04/2021 20:00:00 - 21/04/2021 21:00:00","BZN|DK1","2775.00","2735.39"
"21/04/2021 21:00:00 - 21/04/2021 22:00:00","BZN|DK1","2752.00","2684.72"
"21/04/2021 22:00:00 - 21/04/2021 23:00:00","BZN|DK1","2608.00","2527.90"
"21/04/2021 23:00:00 - 22/04/2021 00:00:00","BZN|DK1","2446.00","2468.60"
"22/04/2021 00:00:00 - 22/04/2021 01:00:00","BZN|DK1","2371.00","2378.46"
"22/04/2021 01:00:00 - 22/04/2021 02:00:00","BZN|DK1","2268.00","2252.79"
"22/04/2021 02:00:00 - 22/04/2021 03:00:00","BZN|DK1","2236.00","2273.66"
"22/04/2021 03:00:00 - 22/04/2021 04:00:00","BZN|DK1","2270.00","2275.61"
"22/04/2021 04:00:00 - 22/04/2021 05:00:00","BZN|DK1","2324.00","2329.27"
"22/04/2021 05:00:00 - 22/04/2021 06:00:00","BZN|DK1","2452.00","2445.94"
"22/04/2021 06:00:00 - 22/04/2021 07:00:00","BZN|DK1","2624.00","2734.69"
"22/04/2021 07:00:00 - 22/04/2021 08:00:00","BZN|DK1","2886.00","3035.11"
"22/04/2021 08:00:00 - 22/04/2021 09:00:00","BZN|DK1","3162.00","3161.51"
"22/04/2021 09:00:00 - 22/04/2021 10:00:00","BZN|DK1","3175.00","3159.64"
"22/04/2021 10:00:00 - 22/04/2021 11:00:00","BZN|DK1","3292.00","3271.10"
"22/04/2021 11:00:00 - 22/04/2021 12:00:00","BZN|DK1","3292.00","3275.83"
"22/04/2021 12:00:00 - 22/04/2021 13:00:00","BZN|DK1","3229.00","3240.30"
"22/04/2021 13:00:00 - 22/04/2021 14:00:00","BZN|DK1","3252.00","3295.02"
"22/04/2021 14:00:00 - 22/04/2021 15:00:00","BZN|DK1","3189.00","3183.43"
"22/04/2021 15:00:00 - 22/04/2021 16:00:00","BZN|DK1","3046.00","3096.64"
"22/04/2021 16:00:00 - 22/04/2021 17:00:00","BZN|DK1","3028.00","3072.53"
"22/04/2021 17:00:00 - 22/04/2021 18:00:00","BZN|DK1","3107.00","3092.69"
"22/04/2021 18:00:00 - 22/04/2021 19:00:00","BZN|DK1","3006.00","3061.04"
"22/04/2021 19:00:00 - 22/04/2021 20:00:00","BZN|DK1","2987.00","2953.78"
"22/04/2021 20:00:00 - 22/04/2021 21:00:00","BZN|DK1","2915.00","2750.51"
"22/04/2021 21:00:00 - 22/04/2021 22:00:00","BZN|DK1","2922.00","2622.43"
"22/04/2021 22:00:00 - 22/04/2021 23:00:00","BZN|DK1","2823.00","2473.85"
"22/04/2021 23:00:00 - 23/04/2021 00:00:00","BZN|DK1","2662.00","2305.06"
"23/04/2021 00:00:00 - 23/04/2021 01:00:00","BZN|DK1","2197.00","2196.92"
"23/04/2021 01:00:00 - 23/04/2021 02:00:00","BZN|DK1","2124.00","2137.93"
"23/04/2021 02:00:00 - 23/04/2021 03:00:00","BZN|DK1","2110.00","2136.13"
"23/04/2021 03:00:00 - 23/04/2021 04:00:00","BZN|DK1","2114.00","2140.86"
"23/04/2021 04:00:00 - 23/04/2021 05:00:00","BZN|DK1","2195.00","2202.40"
"23/04/2021 05:00:00 - 23/04/2021 06:00:00","BZN|DK1","2354.00","2373.35"
"23/04/2021 06:00:00 - 23/04/2021 07:00:00","BZN|DK1","2614.00","2672.21"
"23/04/2021 07:00:00 - 23/04/2021 08:00:00","BZN|DK1","2904.00","2951.88"
"23/04/2021 08:00:00 - 23/04/2021 09:00:00","BZN|DK1","3055.00","3005.66"
"23/04/2021 09:00:00 - 23/04/2021 10:00:00","BZN|DK1","3045.00","3043.94"
"23/04/2021 10:00:00 - 23/04/2021 11:00:00","BZN|DK1","3107.00","3092.80"
"23/04/2021 11:00:00 - 23/04/2021 12:00:00","BZN|DK1","3039.00","2947.95"
"23/04/2021 12:00:00 - 23/04/2021 13:00:00","BZN|DK1","2887.00","2827.67"
"23/04/2021 13:00:00 - 23/04/2021 14:00:00","BZN|DK1","2799.00","2821.32"
"23/04/2021 14:00:00 - 23/04/2021 15:00:00","BZN|DK1","2693.00","2695.38"
"23/04/2021 15:00:00 - 23/04/2021 16:00:00","BZN|DK1","2671.00","2738.85"
"23/04/2021 16:00:00 - 23/04/2021 17:00:00","BZN|DK1","2694.00","2664.46"
"23/04/2021 17:00:00 - 23/04/2021 18:00:00","BZN|DK1","2746.00","2817.15"
"23/04/2021 18:00:00 - 23/04/2021 19:00:00","BZN|DK1","2771.00","2813.23"
"23/04/2021 19:00:00 - 23/04/2021 20:00:00","BZN|DK1","2593.00","2486.15"
"23/04/2021 20:00:00 - 23/04/2021 21:00:00","BZN|DK1","2403.00","2349.94"
"23/04/2021 21:00:00 - 23/04/2021 22:00:00","BZN|DK1","2369.00","2339.75"
"23/04/2021 22:00:00 - 23/04/2021 23:00:00","BZN|DK1","2269.00","2222.81"
"23/04/2021 23:00:00 - 24/04/2021 00:00:00","BZN|DK1","2116.00","2104.91"
"24/04/2021 00:00:00 - 24/04/2021 01:00:00","BZN|DK1","1978.00","2064.13"
"24/04/2021 01:00:00 - 24/04/2021 02:00:00","BZN|DK1","1959.00","1998.32"
"24/04/2021 02:00:00 - 24/04/2021 03:00:00","BZN|DK1","1959.00","1985.01"
"24/04/2021 03:00:00 - 24/04/2021 04:00:00","BZN|DK1","1946.00","1980.54"
"24/04/2021 04:00:00 - 24/04/2021 05:00:00","BZN|DK1","1961.00","2013.28"
"24/04/2021 05:00:00 - 24/04/2021 06:00:00","BZN|DK1","2033.00","2062.53"
"24/04/2021 06:00:00 - 24/04/2021 07:00:00","BZN|DK1","2107.00","2117.66"
"24/04/2021 07:00:00 - 24/04/2021 08:00:00","BZN|DK1","2275.00","2251.68"
"24/04/2021 08:00:00 - 24/04/2021 09:00:00","BZN|DK1","2434.00","2359.81"
"24/04/2021 09:00:00 - 24/04/2021 10:00:00","BZN|DK1","2485.00","2470.98"
"24/04/2021 10:00:00 - 24/04/2021 11:00:00","BZN|DK1","2565.00","2575.84"
"24/04/2021 11:00:00 - 24/04/2021 12:00:00","BZN|DK1","2549.00","2463.90"
"24/04/2021 12:00:00 - 24/04/2021 13:00:00","BZN|DK1","2477.00","2585.24"
"24/04/2021 13:00:00 - 24/04/2021 14:00:00","BZN|DK1","2542.00","2552.08"
"24/04/2021 14:00:00 - 24/04/2021 15:00:00","BZN|DK1","2530.00","2572.28"
"24/04/2021 15:00:00 - 24/04/2021 16:00:00","BZN|DK1","2497.00","2489.96"
"24/04/2021 16:00:00 - 24/04/2021 17:00:00","BZN|DK1","2484.00","2499.71"
"24/04/2021 17:00:00 - 24/04/2021 18:00:00","BZN|DK1","2639.00","2628.72"
"24/04/2021 18:00:00 - 24/04/2021 19:00:00","BZN|DK1","2575.00","2540.60"
"24/04/2021 19:00:00 - 24/04/2021 20:00:00","BZN|DK1","2376.00","2360.46"
"24/04/2021 20:00:00 - 24/04/2021 21:00:00","BZN|DK1","2238.00","2232.19"
"24/04/2021 21:00:00 - 24/04/2021 22:00:00","BZN|DK1","2215.00","2299.00"
"24/04/2021 22:00:00 - 24/04/2021 23:00:00","BZN|DK1","2115.00","2171.91"
"24/04/2021 23:00:00 - 25/04/2021 00:00:00","BZN|DK1","1994.00","2008.76"
"25/04/2021 00:00:00 - 25/04/2021 01:00:00","BZN|DK1","1901.00","1984.31"
"25/04/2021 01:00:00 - 25/04/2021 02:00:00","BZN|DK1","1902.00","1940.10"
"25/04/2021 02:00:00 - 25/04/2021 03:00:00","BZN|DK1","1909.00","1927.75"
