"MTU","AREA","Day ahead total load forecast (MW)","Actual total load (MW)"
"15/06/2021 20:00:00 - 15/06/2021 21:00:00","BZN|DK1","2520.00","2536.20"
"15/06/2021 21:00:00 - 15/06/2021 22:00:00","BZN|DK1","2454.00","2428.95"
"15/06/2021 22:00:00 - 15/06/2021 23:00:00","BZN|DK1","2368.00","2317.66"
"15/06/2021 23:00:00 - 16/06/2021 00:00:00","BZN|DK1","2234.00","2224.48"
"16/06/2021 00:00:00 - 16/06/2021 01:00:00","BZN|DK1","2111.00","2094.36"
"16/06/2021 01:00:00 - 16/06/2021 02:00:00","BZN|DK1","2010.00","2024.90"
"16/06/2021 02:00:00 - 16/06/2021 03:00:00","BZN|DK1","1983.00","1983.39"
"16/06/2021 03:00:00 - 16/06/2021 04:00:00","BZN|DK1","1993.00","1996.43"
"16/06/2021 04:00:00 - 16/06/2021 05:00:00","BZN|DK1","2010.00","2004.15"
"16/06/2021 05:00:00 - 16/06/2021 06:00:00","BZN|DK1","2086.00","2093.52"
"16/06/2021 06:00:00 - 16/06/2021 07:00:00","BZN|DK1","2419.00","2416.76"
"16/06/2021 07:00:00 - 16/06/2021 08:00:00","BZN|DK1","2758.00","2752.79"
"16/06/2021 08:00:00 - 16/06/2021 09:00:00","BZN|DK1","2895.00","2882.72"
"16/06/2021 09:00:00 - 16/06/2021 10:00:00","BZN|DK1","2960.00","2944.88"
"16/06/2021 10:00:00 - 16/06/2021 11:00:00","BZN|DK1","3045.00","3009.01"
"16/06/2021 11:00:00 - 16/06/2021 12:00:00","BZN|DK1","3045.00","2990.97"
"16/06/2021 12:00:00 - 16/06/2021 13:00:00","BZN|DK1","2958.00","2968.08"
"16/06/2021 13:00:00 - 16/06/2021 14:00:00","BZN|DK1","2972.00","2964.91"
"16/06/2021 14:00:00 - 16/06/2021 15:00:00","BZN|DK1","2905.00","2928.51"
"16/06/2021 15:00:00 - 16/06/2021 16:00:00","BZN|DK1","2820.00","2865.46"
"16/06/2021 16:00:00 - 16/06/2021 17:00:00","BZN|DK1","2767.00","2788.33"
"16/06/2021 17:00:00 - 16/06/2021 18:00:00","BZN|DK1","2870.00","2909.38"
"16/06/2021 18:00:00 - 16/06/2021 19:00:00","BZN|DK1","2794.00","2821.25"
"16/06/2021 19:00:00 - 16/06/2021 20:00:00","BZN|DK1","2731.00","2741.11"
"16/06/2021 20:00:00 - 16/06/2021 21:00:00","BZN|DK1","2685.00","2607.38"
"16/06/2021 21:00:00 - 16/06/2021 22:00:00","BZN|DK1","2594.00","2482.16"
"16/06/2021 22:00:00 - 16/06/2021 23:00:00","BZN|DK1","2517.00","2402.12"
"16/06/2021 23:00:00 - 17/06/2021 00:00:00","BZN|DK1","2382.00","2261.54"
"17/06/2021 00:00:00 - 17/06/2021 01:00:00","BZN|DK1","2214.00","2282.56"
"17/06/2021 01:00:00 - 17/06/2021 02:00:00","BZN|DK1","2189.00","2202.60"
"17/06/2021 02:00:00 - 17/06/2021 03:00:00","BZN|DK1","2131.00","2126.27"
"17/06/2021 03:00:00 - 17/06/2021 04:00:00","BZN|DK1","2102.00","2109.53"
"17/06/2021 04:00:00 - 17/06/2021 05:00:00","BZN|DK1","2098.00","2091.59"
"17/06/2021 05:00:00 - 17/06/2021 06:00:00","BZN|DK1","2209.00","2196.82"
"17/06/2021 06:00:00 - 17/06/2021 07:00:00","BZN|DK1","2480.00","2487.55"
"17/06/2021 07:00:00 - 17/06/2021 08:00:00","BZN|DK1","2784.00","2772.11"
"17/06/2021 08:00:00 - 17/06/2021 09:00:00","BZN|DK1","2940.00","2931.35"
"17/06/2021 09:00:00 - 17/06/2021 10:00:00","BZN|DK1","2988.00","2976.59"
"17/06/2021 10:00:00 - 17/06/2021 11:00:00","BZN|DK1","3081.00","3069.81"
"17/06/2021 11:00:00 - 17/06/2021 12:00:00","BZN|DK1","3084.00","3076.59"
"17/06/2021 12:00:00 - 17/06/2021 13:00:00","BZN|DK1","3029.00","3029.44"
"17/06/2021 13:00:00 - 17/06/2021 14:00:00","BZN|DK1","3071.00","3085.55"
"17/06/2021 14:00:00 - 17/06/2021 15:00:00","BZN|DK1","3045.00","3132.20"
"17/06/2021 15:00:00 - 17/06/2021 16:00:00","BZN|DK1","3042.00","3077.36"
"17/06/2021 16:00:00 - 17/06/2021 17:00:00","BZN|DK1","2978.00","2996.87"
"17/06/2021 17:00:00 - 17/06/2021 18:00:00","BZN|DK1","2982.00","2975.19"
"17/06/2021 18:00:00 - 17/06/2021 19:00:00","BZN|DK1","2870.00","2923.26"
"17/06/2021 19:00:00 - 17/06/2021 20:00:00","BZN|DK1","2816.00","2755.26"
"17/06/2021 20:00:00 - 17/06/2021 21:00:00","BZN|DK1","2686.00","2637.32"
"17/06/2021 21:00:00 - 17/06/2021 22:00:00","BZN|DK1","2644.00","2550.73"
"17/06/2021 22:00:00 - 17/06/2021 23:00:00","BZN|DK1","2625.00","2468.57"
"17/06/2021 23:00:00 - 18/06/2021 00:00:00","BZN|DK1","2534.00","2311.31"
"18/06/2021 00:00:00 - 18/06/2021 01:00:00","BZN|DK1","2175.00","2203.65"
"18/06/2021 01:00:00 - 18/06/2021 02:00:00","BZN|DK1","2124.00","2160.13"
"18/06/2021 02:00:00 - 18/06/2021 03:00:00","BZN|DK1","2097.00","2094.23"
"18/06/2021 03:00:00 - 18/06/2021 04:00:00","BZN|DK1","2050.00","2036.67"
"18/06/2021 04:00:00 - 18/06/2021 05:00:00","BZN|DK1","2053.00","2055.26"
"18/06/2021 05:00:00 - 18/06/2021 06:00:00","BZN|DK1","2165.00","2153.26"
"18/06/2021 06:00:00 - 18/06/2021 07:00:00","BZN|DK1","2380.00","2451.29"
"18/06/2021 07:00:00 - 18/06/2021 08:00:00","BZN|DK1","2693.00","2763.63"
"18/06/2021 08:00:00 - 18/06/2021 09:00:00","BZN|DK1","2901.00","2920.31"
"18/06/2021 09:00:00 - 18/06/2021 10:00:00","BZN|DK1","2926.00","2937.25"
"18/06/2021 10:00:00 - 18/06/2021 11:00:00","BZN|DK1","2979.00","2997.60"
"18/06/2021 11:00:00 - 18/06/2021 12:00:00","BZN|DK1","2982.00","2991.00"
"18/06/2021 12:00:00 - 18/06/2021 13:00:00","BZN|DK1","2912.00","2955.98"
"18/06/2021 13:00:00 - 18/06/2021 14:00:00","BZN|DK1","2882.00","2893.08"
"18/06/2021 14:00:00 - 18/06/2021 15:00:00","BZN|DK1","2773.00","2791.72"
"18/06/2021 15:00:00 - 18/06/2021 16:00:00","BZN|DK1","2693.00","2724.70"
"18/06/2021 16:00:00 - 18/06/2021 17:00:00","BZN|DK1","2672.00","2708.94"
"18/06/2021 17:00:00 - 18/06/2021 18:00:00","BZN|DK1","2751.00","2784.48"
"18/06/2021 18:00:00 - 18/06/2021 19:00:00","BZN|DK1","2681.00","2696.58"
"18/06/2021 19:00:00 - 18/06/2021 20:00:00","BZN|DK1","2569.00","2569.72"
"18/06/2021 20:00:00 - 18/06/2021 21:00:00","BZN|DK1","2473.00","2441.83"
"18/06/2021 21:00:00 - 18/06/2021 22:00:00","BZN|DK1","2389.00","2329.41"
"18/06/2021 22:00:00 - 18/06/2021 23:00:00","BZN|DK1","2310.00","2282.16"
"18/06/2021 23:00:00 - 19/06/2021 00:00:00","BZN|DK1","2192.00","2154.68"
"19/06/2021 00:00:00 - 19/06/2021 01:00:00","BZN|DK1","2018.00","2040.75"
"19/06/2021 01:00:00 - 19/06/2021 02:00:00","BZN|DK1","1931.00","1959.68"
"19/06/2021 02:00:00 - 19/06/2021 03:00:00","BZN|DK1","1893.00","1919.38"
"19/06/2021 03:00:00 - 19/06/2021 04:00:00","BZN|DK1","1869.00","1884.65"
"19/06/2021 04:00:00 - 19/06/2021 05:00:00","BZN|DK1","1851.00","1841.91"
"19/06/2021 05:00:00 - 19/06/2021 06:00:00","BZN|DK1","1841.00","1841.56"
"19/06/2021 06:00:00 - 19/06/2021 07:00:00","BZN|DK1","1960.00","1965.40"
"19/06/2021 07:00:00 - 19/06/2021 08:00:00","BZN|DK1","2160.00","2123.54"
"19/06/2021 08:00:00 - 19/06/2021 09:00:00","BZN|DK1","2324.00","2297.21"
"19/06/2021 09:00:00 - 19/06/2021 10:00:00","BZN|DK1","2414.00","2415.63"
"19/06/2021 10:00:00 - 19/06/2021 11:00:00","BZN|DK1","2475.00","2470.54"
"19/06/2021 11:00:00 - 19/06/2021 12:00:00","BZN|DK1","2440.00","2408.38"
"19/06/2021 12:00:00 - 19/06/2021 13:00:00","BZN|DK1","2412.00","2435.70"
"19/06/2021 13:00:00 - 19/06/2021 14:00:00","BZN|DK1","2374.00","2357.97"
"19/06/2021 14:00:00 - 19/06/2021 15:00:00","BZN|DK1","2330.00","2329.35"
"19/06/2021 15:00:00 - 19/06/2021 16:00:00","BZN|DK1","2315.00","2294.90"
"19/06/2021 16:00:00 - 19/06/2021 17:00:00","BZN|DK1","2325.00","2307.39"
"19/06/2021 17:00:00 - 19/06/2021 18:00:00","BZN|DK1","2418.00","2418.75"
"19/06/2021 18:00:00 - 19/06/2021 19:00:00","BZN|DK1","2390.00","2424.32"
"19/06/2021 19:00:00 - 19/06/2021 20:00:00","BZN|DK1","2291.00","2307.81"
"19/06/2021 20:00:00 - 19/06/2021 21:00:00","BZN|DK1","2179.00","2204.07"
"19/06/2021 21:00:00 - 19/06/2021 22:00:00","BZN|DK1","2078.00","2126.68"
"19/06/2021 22:00:00 - 19/06/2021 23:00:00","BZN|DK1","1987.00","2075.77"
"19/06/2021 23:00:00 - 20/06/2021 00:00:00","BZN|DK1","1888.00","1990.35"
"20/06/2021 00:00:00 - 20/06/2021 01:00:00","BZN|DK1","1894.00","1885.50"
"20/06/2021 01:00:00 - 20/06/2021 02:00:00","BZN|DK1","1795.00","1798.91"
"20/06/2021 02:00:00 - 20/06/2021 03:00:00","BZN|DK1","1717.00","1808.65"
"20/06/2021 03:00:00 - 20/06/2021 04:00:00","BZN|DK1","1748.00","1796.86"
"20/06/2021 04:00:00 - 20/06/2021 05:00:00","BZN|DK1","1756.00","1751.68"
"20/06/2021 05:00:00 - 20/06/2021 06:00:00","BZN|DK1","1746.00","1737.08"
"20/06/2021 06:00:00 - 20/06/2021 07:00:00","BZN|DK1","1823.00","1786.99"
"20/06/2021 07:00:00 - 20/06/2021 08:00:00","BZN|DK1","1972.00","1942.51"
"20/06/2021 08:00:00 - 20/06/2021 09:00:00","BZN|DK1","2160.00","2139.26"
"20/06/2021 09:00:00 - 20/06/2021 10:00:00","BZN|DK1","2311.00","2312.44"
"20/06/2021 10:00:00 - 20/06/2021 11:00:00","BZN|DK1","2393.00","2399.55"
"20/06/2021 11:00:00 - 20/06/2021 12:00:00","BZN|DK1","2431.00","2431.92"
"20/06/2021 12:00:00 - 20/06/2021 13:00:00","BZN|DK1","2458.00","2359.80"
"20/06/2021 13:00:00 - 20/06/2021 14:00:00","BZN|DK1","2343.00","2336.17"
"20/06/2021 14:00:00 - 20/06/2021 15:00:00","BZN|DK1","2321.00","2355.93"
"20/06/2021 15:00:00 - 20/06/2021 16:00:00","BZN|DK1","2296.00","2315.29"
"20/06/2021 16:00:00 - 20/06/2021 17:00:00","BZN|DK1","2338.00","2404.72"
"20/06/2021 17:00:00 - 20/06/2021 18:00:00","BZN|DK1","2530.00","2553.07"
"20/06/2021 18:00:00 - 20/06/2021 19:00:00","BZN|DK1","2496.00","2529.26"
"20/06/2021 19:00:00 - 20/06/2021 20:00:00","BZN|DK1","2391.00","2437.08"
"20/06/2021 20:00:00 - 20/06/2021 21:00:00","BZN|DK1","2311.00","2314.30"
"20/06/2021 21:00:00 - 20/06/2021 22:00:00","BZN|DK1","2256.00","2168.89"
"20/06/2021 22:00:00 - 20/06/2021 23:00:00","BZN|DK1","2183.00","2053.42"
"20/06/2021 23:00:00 - 21/06/2021 00:00:00","BZN|DK1","2089.00","1943.41"
"21/06/2021 00:00:00 - 21/06/2021 01:00:00","BZN|DK1","1919.00","1851.36"
"21/06/2021 01:00:00 - 21/06/2021 02:00:00","BZN|DK1","1824.00","1835.12"
"21/06/2021 02:00:00 - 21/06/2021 03:00:00","BZN|DK1","1827.00","1795.59"
"21/06/2021 03:00:00 - 21/06/2021 04:00:00","BZN|DK1","1825.00","1769.28"
"21/06/2021 04:00:00 - 21/06/2021 05:00:00","BZN|DK1","1807.00","1792.81"
"21/06/2021 05:00:00 - 21/06/2021 06:00:00","BZN|DK1","1922.00","1938.02"
"21/06/2021 06:00:00 - 21/06/2021 07:00:00","BZN|DK1","2299.00","2271.64"
"21/06/2021 07:00:00 - 21/06/2021 08:00:00","BZN|DK1","2648.00","2631.47"
"21/06/2021 08:00:00 - 21/06/2021 09:00:00","BZN|DK1","2808.00","2788.98"
"21/06/2021 09:00:00 - 21/06/2021 10:00:00","BZN|DK1","2880.00","2854.71"
"21/06/2021 10:00:00 - 21/06/2021 11:00:00","BZN|DK1","2964.00","2957.40"
"21/06/2021 11:00:00 - 21/06/2021 12:00:00","BZN|DK1","2975.00","2965.43"
"21/06/2021 12:00:00 - 21/06/2021 13:00:00","BZN|DK1","2954.00","2952.05"
"21/06/2021 13:00:00 - 21/06/2021 14:00:00","BZN|DK1","2976.00","2969.22"
"21/06/2021 14:00:00 - 21/06/2021 15:00:00","BZN|DK1","2924.00","2931.97"
"21/06/2021 15:00:00 - 21/06/2021 16:00:00","BZN|DK1","2818.00","2827.55"
"21/06/2021 16:00:00 - 21/06/2021 17:00:00","BZN|DK1","2757.00","2801.09"
"21/06/2021 17:00:00 - 21/06/2021 18:00:00","BZN|DK1","2831.00","2905.44"
"21/06/2021 18:00:00 - 21/06/2021 19:00:00","BZN|DK1","2781.00","2825.04"
"21/06/2021 19:00:00 - 21/06/2021 20:00:00","BZN|DK1","2637.00","2686.64"
"21/06/2021 20:00:00 - 21/06/2021 21:00:00","BZN|DK1","2541.00","2726.37"
"21/06/2021 21:00:00 - 21/06/2021 22:00:00","BZN|DK1","2538.00","2614.95"
"21/06/2021 22:00:00 - 21/06/2021 23:00:00","BZN|DK1","2342.00","2526.09"
"21/06/2021 23:00:00 - 22/06/2021 00:00:00","BZN|DK1","2111.00","2391.26"
"22/06/2021 00:00:00 - 22/06/2021 01:00:00","BZN|DK1","2188.00","2095.67"
"22/06/2021 01:00:00 - 22/06/2021 02:00:00","BZN|DK1","2010.00","2017.96"
"22/06/2021 02:00:00 - 22/06/2021 03:00:00","BZN|DK1","1955.00","1980.13"
"22/06/2021 03:00:00 - 22/06/2021 04:00:00","BZN|DK1","1972.00","1978.04"
"22/06/2021 04:00:00 - 22/06/2021 05:00:00","BZN|DK1","1998.00","1997.97"
"22/06/2021 05:00:00 - 22/06/2021 06:00:00","BZN|DK1","2106.00","2082.78"
"22/06/2021 06:00:00 - 22/06/2021 07:00:00","BZN|DK1","2433.00","2519.78"
"22/06/2021 07:00:00 - 22/06/2021 08:00:00","BZN|DK1","2846.00","2889.51"
"22/06/2021 08:00:00 - 22/06/2021 09:00:00","BZN|DK1","2998.00","2962.08"
"22/06/2021 09:00:00 - 22/06/2021 10:00:00","BZN|DK1","3008.00","3011.85"
"22/06/2021 10:00:00 - 22/06/2021 11:00:00","BZN|DK1","3056.00","3003.59"
"22/06/2021 11:00:00 - 22/06/2021 12:00:00","BZN|DK1","2996.00","2976.20"
"22/06/2021 12:00:00 - 22/06/2021 13:00:00","BZN|DK1","2946.00","2971.26"
"22/06/2021 13:00:00 - 22/06/2021 14:00:00","BZN|DK1","2955.00","2937.94"
"22/06/2021 14:00:00 - 22/06/2021 15:00:00","BZN|DK1","2884.00","2899.65"
"22/06/2021 15:00:00 - 22/06/2021 16:00:00","BZN|DK1","2805.00","2815.73"
"22/06/2021 16:00:00 - 22/06/2021 17:00:00","BZN|DK1","2770.00","2783.22"
"22/06/2021 17:00:00 - 22/06/2021 18:00:00","BZN|DK1","2802.00","2872.00"
"22/06/2021 18:00:00 - 22/06/2021 19:00:00","BZN|DK1","2678.00","2807.92"
"22/06/2021 19:00:00 - 22/06/2021 20:00:00","BZN|DK1","2613.00","2695.51"
"22/06/2021 20:00:00 - 22/06/2021 21:00:00","BZN|DK1","2614.00","2559.92"
"22/06/2021 21:00:00 - 22/06/2021 22:00:00","BZN|DK1","2529.00","2444.35"
"22/06/2021 22:00:00 - 22/06/2021 23:00:00","BZN|DK1","2472.00","2341.68"
"22/06/2021 23:00:00 - 23/06/2021 00:00:00","BZN|DK1","2364.00","2196.53"
"23/06/2021 00:00:00 - 23/06/2021 01:00:00","BZN|DK1","2085.00","2063.98"
"23/06/2021 01:00:00 - 23/06/2021 02:00:00","BZN|DK1","1978.00","2007.43"
"23/06/2021 02:00:00 - 23/06/2021 03:00:00","BZN|DK1","1964.00","1991.57"
"23/06/2021 03:00:00 - 23/06/2021 04:00:00","BZN|DK1","1986.00","1993.08"
"23/06/2021 04:00:00 - 23/06/2021 05:00:00","BZN|DK1","1996.00","2033.97"
"23/06/2021 05:00:00 - 23/06/2021 06:00:00","BZN|DK1","2131.00","2093.74"
"23/06/2021 06:00:00 - 23/06/2021 07:00:00","BZN|DK1","2336.00","2398.43"
"23/06/2021 07:00:00 - 23/06/2021 08:00:00","BZN|DK1","2689.00","2722.16"
"23/06/2021 08:00:00 - 23/06/2021 09:00:00","BZN|DK1","2853.00","2817.10"
"23/06/2021 09:00:00 - 23/06/2021 10:00:00","BZN|DK1","2875.00","2902.58"
"23/06/2021 10:00:00 - 23/06/2021 11:00:00","BZN|DK1","2975.00","2938.93"
"23/06/2021 11:00:00 - 23/06/2021 12:00:00","BZN|DK1","2956.00","2919.82"
"23/06/2021 12:00:00 - 23/06/2021 13:00:00","BZN|DK1","2896.00","2905.30"
"23/06/2021 13:00:00 - 23/06/2021 14:00:00","BZN|DK1","2972.00","2986.53"
"23/06/2021 14:00:00 - 23/06/2021 15:00:00","BZN|DK1","2916.00","2906.65"
"23/06/2021 15:00:00 - 23/06/2021 16:00:00","BZN|DK1","2801.00","2817.63"
"23/06/2021 16:00:00 - 23/06/2021 17:00:00","BZN|DK1","2772.00","2815.85"
"23/06/2021 17:00:00 - 23/06/2021 18:00:00","BZN|DK1","2828.00","2845.49"
"23/06/2021 18:00:00 - 23/06/2021 19:00:00","BZN|DK1","2683.00","2713.51"
"23/06/2021 19:00:00 - 23/06/2021 20:00:00","BZN|DK1","2573.00","2581.22"
"23/06/2021 20:00:00 - 23/06/2021 21:00:00","BZN|DK1","2540.00","2494.33"
"23/06/2021 21:00:00 - 23/06/2021 22:00:00","BZN|DK1","2460.00","2410.08"
"23/06/2021 22:00:00 - 23/06/2021 23:00:00","BZN|DK1","2428.00","2334.49"
"23/06/2021 23:00:00 - 24/06/2021 00:00:00","BZN|DK1","2334.00","2217.57"
"24/06/2021 00:00:00 - 24/06/2021 01:00:00","BZN|DK1","2060.00","2045.31"
"24/06/2021 01:00:00 - 24/06/2021 02:00:00","BZN|DK1","1925.00","1906.00"
"24/06/2021 02:00:00 - 24/06/2021 03:00:00","BZN|DK1","1863.00","1862.28"
"24/06/2021 03:00:00 - 24/06/2021 04:00:00","BZN|DK1","1856.00","1853.06"
"24/06/2021 04:00:00 - 24/06/2021 05:00:00","BZN|DK1","1785.00","1765.28"
"24/06/2021 05:00:00 - 24/06/2021 06:00:00","BZN|DK1","1860.00","1855.48"
"24/06/2021 06:00:00 - 24/06/2021 07:00:00","BZN|DK1","2049.00","2205.73"
"24/06/2021 07:00:00 - 24/06/2021 08:00:00","BZN|DK1","2570.00","2692.75"
"24/06/2021 08:00:00 - 24/06/2021 09:00:00","BZN|DK1","2837.00","2836.32"
"24/06/2021 09:00:00 - 24/06/2021 10:00:00","BZN|DK1","2882.00","2879.40"
"24/06/2021 10:00:00 - 24/06/2021 11:00:00","BZN|DK1","2970.00","2943.42"
"24/06/2021 11:00:00 - 24/06/2021 12:00:00","BZN|DK1","2961.00","2939.03"
"24/06/2021 12:00:00 - 24/06/2021 13:00:00","BZN|DK1","2935.00","2959.79"
"24/06/2021 13:00:00 - 24/06/2021 14:00:00","BZN|DK1","2958.00","2938.81"
"24/06/2021 14:00:00 - 24/06/2021 15:00:00","BZN|DK1","2885.00","2881.50"
"24/06/2021 15:00:00 - 24/06/2021 16:00:00","BZN|DK1","2753.00","2756.99"
"24/06/2021 16:00:00 - 24/06/2021 17:00:00","BZN|DK1","2684.00","2737.35"
"24/06/2021 17:00:00 - 24/06/2021 18:00:00","BZN|DK1","2763.00","2876.17"
"24/06/2021 18:00:00 - 24/06/2021 19:00:00","BZN|DK1","2745.00","2775.12"
"24/06/2021 19:00:00 - 24/06/2021 20:00:00","BZN|DK1","2645.00","2667.74"
"24/06/2021 20:00:00 - 24/06/2021 21:00:00","BZN|DK1","2570.00","2565.93"
"24/06/2021 21:00:00 - 24/06/2021 22:00:00","BZN|DK1","2494.00","2459.04"
"24/06/2021 22:00:00 - 24/06/2021 23:00:00","BZN|DK1","2405.00","2368.61"
"24/06/2021 23:00:00 - 25/06/2021 00:00:00","BZN|DK1","2264.00","2223.23"
"25/06/2021 00:00:00 - 25/06/2021 01:00:00","BZN|DK1","2093.00","2101.68"
"25/06/2021 01:00:00 - 25/06/2021 02:00:00","BZN|DK1","2027.00","2030.73"
"25/06/2021 02:00:00 - 25/06/2021 03:00:00","BZN|DK1","1961.00","2001.60"
"25/06/2021 03:00:00 - 25/06/2021 04:00:00","BZN|DK1","2002.00","1997.41"
"25/06/2021 04:00:00 - 25/06/2021 05:00:00","BZN|DK1","2017.00","2005.43"
"25/06/2021 05:00:00 - 25/06/2021 06:00:00","BZN|DK1","2104.00","2113.22"
"25/06/2021 06:00:00 - 25/06/2021 07:00:00","BZN|DK1","2386.00","2448.72"
"25/06/2021 07:00:00 - 25/06/2021 08:00:00","BZN|DK1","2715.00","2756.88"
"25/06/2021 08:00:00 - 25/06/2021 09:00:00","BZN|DK1","2900.00","2883.19"
"25/06/2021 09:00:00 - 25/06/2021 10:00:00","BZN|DK1","2931.00","2922.16"
"25/06/2021 10:00:00 - 25/06/2021 11:00:00","BZN|DK1","3001.00","2959.00"
"25/06/2021 11:00:00 - 25/06/2021 12:00:00","BZN|DK1","2950.00","2936.64"
"25/06/2021 12:00:00 - 25/06/2021 13:00:00","BZN|DK1","2850.00","2871.75"
"25/06/2021 13:00:00 - 25/06/2021 14:00:00","BZN|DK1","2809.00","2810.86"
"25/06/2021 14:00:00 - 25/06/2021 15:00:00","BZN|DK1","2711.00","2727.36"
"25/06/2021 15:00:00 - 25/06/2021 16:00:00","BZN|DK1","2624.00","2650.86"
"25/06/2021 16:00:00 - 25/06/2021 17:00:00","BZN|DK1","2610.00","2623.81"
"25/06/2021 17:00:00 - 25/06/2021 18:00:00","BZN|DK1","2649.00","2720.54"
"25/06/2021 18:00:00 - 25/06/2021 19:00:00","BZN|DK1","2630.00","2702.67"
"25/06/2021 19:00:00 - 25/06/2021 20:00:00","BZN|DK1","2554.00","2542.11"
"25/06/2021 20:00:00 - 25/06/2021 21:00:00","BZN|DK1","2440.00","2392.43"
"25/06/2021 21:00:00 - 25/06/2021 22:00:00","BZN|DK1","2320.00","2284.67"
"25/06/2021 22:00:00 - 25/06/2021 23:00:00","BZN|DK1","2239.00","2213.70"
"25/06/2021 23:00:00 - 26/06/2021 00:00:00","BZN|DK1","2111.00","2070.97"
"26/06/2021 00:00:00 - 26/06/2021 01:00:00","BZN|DK1","1984.00","2009.13"
"26/06/2021 01:00:00 - 26/06/2021 02:00:00","BZN|DK1","1908.00","1959.28"
"26/06/2021 02:00:00 - 26/06/2021 03:00:00","BZN|DK1","1864.00","1885.79"
"26/06/2021 03:00:00 - 26/06/2021 04:00:00","BZN|DK1","1811.00","1823.65"
"26/06/2021 04:00:00 - 26/06/2021 05:00:00","BZN|DK1","1779.00","1793.82"
"26/06/2021 05:00:00 - 26/06/2021 06:00:00","BZN|DK1","1783.00","1758.71"
"26/06/2021 06:00:00 - 26/06/2021 07:00:00","BZN|DK1","1870.00","1896.80"
"26/06/2021 07:00:00 - 26/06/2021 08:00:00","BZN|DK1","2074.00","2055.41"
"26/06/2021 08:00:00 - 26/06/2021 09:00:00","BZN|DK1","2305.00","2231.97"
"26/06/2021 09:00:00 - 26/06/2021 10:00:00","BZN|DK1","2451.00","2365.91"
"26/06/2021 10:00:00 - 26/06/2021 11:00:00","BZN|DK1","2482.00","2420.94"
"26/06/2021 11:00:00 - 26/06/2021 12:00:00","BZN|DK1","2440.00","2424.13"
"26/06/2021 12:00:00 - 26/06/2021 13:00:00","BZN|DK1","2407.00","2372.89"
"26/06/2021 13:00:00 - 26/06/2021 14:00:00","BZN|DK1","2337.00","2328.42"
"26/06/2021 14:00:00 - 26/06/2021 15:00:00","BZN|DK1","2247.00","2341.03"
"26/06/2021 15:00:00 - 26/06/2021 16:00:00","BZN|DK1","2248.00","2315.21"
"26/06/2021 16:00:00 - 26/06/2021 17:00:00","BZN|DK1","2287.00","2344.35"
"26/06/2021 17:00:00 - 26/06/2021 18:00:00","BZN|DK1","2362.00","2443.20"
"26/06/2021 18:00:00 - 26/06/2021 19:00:00","BZN|DK1","2358.00","2363.24"
"26/06/2021 19:00:00 - 26/06/2021 20:00:00","BZN|DK1","2223.00","2241.99"
"26/06/2021 20:00:00 - 26/06/2021 21:00:00","BZN|DK1","2140.00","2178.60"
"26/06/2021 21:00:00 - 26/06/2021 22:00:00","BZN|DK1","2084.00","2146.64"
"26/06/2021 22:00:00 - 26/06/2021 23:00:00","BZN|DK1","1982.00","2085.08"
"26/06/2021 23:00:00 - 27/06/2021 00:00:00","BZN|DK1","1853.00","1985.08"
"27/06/2021 00:00:00 - 27/06/2021 01:00:00","BZN|DK1","1856.00","1835.83"
"27/06/2021 01:00:00 - 27/06/2021 02:00:00","BZN|DK1","1766.00","1762.18"
"27/06/2021 02:00:00 - 27/06/2021 03:00:00","BZN|DK1","1736.00","1768.05"
"27/06/2021 03:00:00 - 27/06/2021 04:00:00","BZN|DK1","1739.00","1722.81"
"27/06/2021 04:00:00 - 27/06/2021 05:00:00","BZN|DK1","1721.00","1729.39"
"27/06/2021 05:00:00 - 27/06/2021 06:00:00","BZN|DK1","1720.00","1713.81"
"27/06/2021 06:00:00 - 27/06/2021 07:00:00","BZN|DK1","1803.00","1789.31"
"27/06/2021 07:00:00 - 27/06/2021 08:00:00","BZN|DK1","1939.00","1916.05"
"27/06/2021 08:00:00 - 27/06/2021 09:00:00","BZN|DK1","2119.00","2097.79"
"27/06/2021 09:00:00 - 27/06/2021 10:00:00","BZN|DK1","2234.00","2209.66"
"27/06/2021 10:00:00 - 27/06/2021 11:00:00","BZN|DK1","2284.00","2249.43"
"27/06/2021 11:00:00 - 27/06/2021 12:00:00","BZN|DK1","2301.00","2291.47"
"27/06/2021 12:00:00 - 27/06/2021 13:00:00","BZN|DK1","2294.00","2305.12"
"27/06/2021 13:00:00 - 27/06/2021 14:00:00","BZN|DK1","2313.00","2305.27"
"27/06/2021 14:00:00 - 27/06/2021 15:00:00","BZN|DK1","2305.00","2263.42"
"27/06/2021 15:00:00 - 27/06/2021 16:00:00","BZN|DK1","2258.00","2265.02"
"27/06/2021 16:00:00 - 27/06/2021 17:00:00","BZN|DK1","2289.00","2335.21"
"27/06/2021 17:00:00 - 27/06/2021 18:00:00","BZN|DK1","2461.00","2511.88"
"27/06/2021 18:00:00 - 27/06/2021 19:00:00","BZN|DK1","2466.00","2427.26"
"27/06/2021 19:00:00 - 27/06/2021 20:00:00","BZN|DK1","2344.00","2379.68"
"27/06/2021 20:00:00 - 27/06/2021 21:00:00","BZN|DK1","2260.00","2274.68"
"27/06/2021 21:00:00 - 27/06/2021 22:00:00","BZN|DK1","2184.00","2229.47"
