"MTU (CET/CEST)","Area","Sequence","Day-ahead (EUR/MWh)","Energy Price (EUR/MWh)"
"20/03/2021 14:00:00 - 20/03/2021 15:00:00","BZN|DK1","Without sequence","38.51",""
"20/03/2021 15:00:00 - 20/03/2021 16:00:00","BZN|DK1","Without sequence","38.1",""
"20/03/2021 16:00:00 - 20/03/2021 17:00:00","BZN|DK1","Without sequence","37.93",""
"20/03/2021 17:00:00 - 20/03/2021 18:00:00","BZN|DK1","Without sequence","37.36",""
"20/03/2021 18:00:00 - 20/03/2021 19:00:00","BZN|DK1","Without sequence","53.79",""
"20/03/2021 19:00:00 - 20/03/2021 20:00:00","BZN|DK1","Without sequence","30.08",""
"20/03/2021 20:00:00 - 20/03/2021 21:00:00","BZN|DK1","Without sequence","23.8",""
"20/03/2021 21:00:00 - 20/03/2021 22:00:00","BZN|DK1","Without sequence","21.64",""
"20/03/2021 22:00:00 - 20/03/2021 23:00:00","BZN|DK1","Without sequence","17.75",""
"20/03/2021 23:00:00 - 21/03/2021 00:00:00","BZN|DK1","Without sequence","16.1",""
"21/03/2021 00:00:00 - 21/03/2021 01:00:00","BZN|DK1","Without sequence","16.67",""
"21/03/2021 01:00:00 - 21/03/2021 02:00:00","BZN|DK1","Without sequence","14.8",""
"21/03/2021 02:00:00 - 21/03/2021 03:00:00","BZN|DK1","Without sequence","13.98",""
"21/03/2021 03:00:00 - 21/03/2021 04:00:00","BZN|DK1","Without sequence","14.91",""
"21/03/2021 04:00:00 - 21/03/2021 05:00:00","BZN|DK1","Without sequence","15.68",""
"21/03/2021 05:00:00 - 21/03/2021 06:00:00","BZN|DK1","Without sequence","23.66",""
"21/03/2021 06:00:00 - 21/03/2021 07:00:00","BZN|DK1","Without sequence","13.8",""
"21/03/2021 07:00:00 - 21/03/2021 08:00:00","BZN|DK1","Without sequence","22.87",""
"21/03/2021 08:00:00 - 21/03/2021 09:00:00","BZN|DK1","Without sequence","29.67",""
"21/03/2021 09:00:00 - 21/03/2021 10:00:00","BZN|DK1","Without sequence","31.21",""
"21/03/2021 10:00:00 - 21/03/2021 11:00:00","BZN|DK1","Without sequence","28.17",""
"21/03/2021 11:00:00 - 21/03/2021 12:00:00","BZN|DK1","Without sequence","34.87",""
"21/03/2021 12:00:00 - 21/03/2021 13:00:00","BZN|DK1","Without sequence","33.46",""
"21/03/2021 13:00:00 - 21/03/2021 14:00:00","BZN|DK1","Without sequence","23.34",""
"21/03/2021 14:00:00 - 21/03/2021 15:00:00","BZN|DK1","Without sequence","21.2",""
"21/03/2021 15:00:00 - 21/03/2021 16:00:00","BZN|DK1","Without sequence","22.59",""
"21/03/2021 16:00:00 - 21/03/2021 17:00:00","BZN|DK1","Without sequence","30.0",""
"21/03/2021 17:00:00 - 21/03/2021 18:00:00","BZN|DK1","Without sequence","41.3",""
"21/03/2021 18:00:00 - 21/03/2021 19:00:00","BZN|DK1","Without sequence","56.05",""
"21/03/2021 19:00:00 - 21/03/2021 20:00:00","BZN|DK1","Without sequence","63.78",""
"21/03/2021 20:00:00 - 21/03/2021 21:00:00","BZN|DK1","Without sequence","59.47",""
"21/03/2021 21:00:00 - 21/03/2021 22:00:00","BZN|DK1","Without sequence","54.8",""
"21/03/2021 22:00:00 - 21/03/2021 23:00:00","BZN|DK1","Without sequence","53.94",""
"21/03/2021 23:00:00 - 22/03/2021 00:00:00","BZN|DK1","Without sequence","45.0",""
"22/03/2021 00:00:00 - 22/03/2021 01:00:00","BZN|DK1","Without sequence","49.55",""
"22/03/2021 01:00:00 - 22/03/2021 02:00:00","BZN|DK1","Without sequence","48.74",""
"22/03/2021 02:00:00 - 22/03/2021 03:00:00","BZN|DK1","Without sequence","47.76",""
"22/03/2021 03:00:00 - 22/03/2021 04:00:00","BZN|DK1","Without sequence","47.01",""
"22/03/2021 04:00:00 - 22/03/2021 05:00:00","BZN|DK1","Without sequence","47.4",""
"22/03/2021 05:00:00 - 22/03/2021 06:00:00","BZN|DK1","Without sequence","50.56",""
"22/03/2021 06:00:00 - 22/03/2021 07:00:00","BZN|DK1","Without sequence","62.0",""
"22/03/2021 07:00:00 - 22/03/2021 08:00:00","BZN|DK1","Without sequence","73.0",""
"22/03/2021 08:00:00 - 22/03/2021 09:00:00","BZN|DK1","Without sequence","74.9",""
"22/03/2021 09:00:00 - 22/03/2021 10:00:00","BZN|DK1","Without sequence","71.6",""
"22/03/2021 10:00:00 - 22/03/2021 11:00:00","BZN|DK1","Without sequence","65.46",""
"22/03/2021 11:00:00 - 22/03/2021 12:00:00","BZN|DK1","Without sequence","61.91",""
"22/03/2021 12:00:00 - 22/03/2021 13:00:00","BZN|DK1","Without sequence","58.78",""
"22/03/2021 13:00:00 - 22/03/2021 14:00:00","BZN|DK1","Without sequence","52.49",""
"22/03/2021 14:00:00 - 22/03/2021 15:00:00","BZN|DK1","Without sequence","50.71",""
"22/03/2021 15:00:00 - 22/03/2021 16:00:00","BZN|DK1","Without sequence","49.79",""
"22/03/2021 16:00:00 - 22/03/2021 17:00:00","BZN|DK1","Without sequence","51.37",""
"22/03/2021 17:00:00 - 22/03/2021 18:00:00","BZN|DK1","Without sequence","62.45",""
"22/03/2021 18:00:00 - 22/03/2021 19:00:00","BZN|DK1","Without sequence","73.69",""
"22/03/2021 19:00:00 - 22/03/2021 20:00:00","BZN|DK1","Without sequence","69.39",""
"22/03/2021 20:00:00 - 22/03/2021 21:00:00","BZN|DK1","Without sequence","71.96",""
"22/03/2021 21:00:00 - 22/03/2021 22:00:00","BZN|DK1","Without sequence","63.86",""
"22/03/2021 22:00:00 - 22/03/2021 23:00:00","BZN|DK1","Without sequence","59.34",""
"22/03/2021 23:00:00 - 23/03/2021 00:00:00","BZN|DK1","Without sequence","43.02",""
"23/03/2021 00:00:00 - 23/03/2021 01:00:00","BZN|DK1","Without sequence","40.58",""
"23/03/2021 01:00:00 - 23/03/2021 02:00:00","BZN|DK1","Without sequence","40.53",""
"23/03/2021 02:00:00 - 23/03/2021 03:00:00","BZN|DK1","Without sequence","50.04",""
"23/03/2021 03:00:00 - 23/03/2021 04:00:00","BZN|DK1","Without sequence","43.7",""
"23/03/2021 04:00:00 - 23/03/2021 05:00:00","BZN|DK1","Without sequence","52.56",""
"23/03/2021 05:00:00 - 23/03/2021 06:00:00","BZN|DK1","Without sequence","57.06",""
"23/03/2021 06:00:00 - 23/03/2021 07:00:00","BZN|DK1","Without sequence","65.25",""
"23/03/2021 07:00:00 - 23/03/2021 08:00:00","BZN|DK1","Without sequence","74.37",""
"23/03/2021 08:00:00 - 23/03/2021 09:00:00","BZN|DK1","Without sequence","75.9",""
"23/03/2021 09:00:00 - 23/03/2021 10:00:00","BZN|DK1","Without sequence","69.2",""
"23/03/2021 10:00:00 - 23/03/2021 11:00:00","BZN|DK1","Without sequence","63.46",""
"23/03/2021 11:00:00 - 23/03/2021 12:00:00","BZN|DK1","Without sequence","62.1",""
"23/03/2021 12:00:00 - 23/03/2021 13:00:00","BZN|DK1","Without sequence","61.97",""
"23/03/2021 13:00:00 - 23/03/2021 14:00:00","BZN|DK1","Without sequence","57.58",""
"23/03/2021 14:00:00 - 23/03/2021 15:00:00","BZN|DK1","Without sequence","58.69",""
"23/03/2021 15:00:00 - 23/03/2021 16:00:00","BZN|DK1","Without sequence","58.43",""
"23/03/2021 16:00:00 - 23/03/2021 17:00:00","BZN|DK1","Without sequence","60.02",""
"23/03/2021 17:00:00 - 23/03/2021 18:00:00","BZN|DK1","Without sequence","64.64",""
"23/03/2021 18:00:00 - 23/03/2021 19:00:00","BZN|DK1","Without sequence","71.4",""
"23/03/2021 19:00:00 - 23/03/2021 20:00:00","BZN|DK1","Without sequence","83.49",""
"23/03/2021 20:00:00 - 23/03/2021 21:00:00","BZN|DK1","Without sequence","70.74",""
"23/03/2021 21:00:00 - 23/03/2021 22:00:00","BZN|DK1","Without sequence","57.1",""
"23/03/2021 22:00:00 - 23/03/2021 23:00:00","BZN|DK1","Without sequence","55.11",""
"23/03/2021 23:00:00 - 24/03/2021 00:00:00","BZN|DK1","Without sequence","41.79",""
"24/03/2021 00:00:00 - 24/03/2021 01:00:00","BZN|DK1","Without sequence","40.35",""
"24/03/2021 01:00:00 - 24/03/2021 02:00:00","BZN|DK1","Without sequence","39.33",""
"24/03/2021 02:00:00 - 24/03/2021 03:00:00","BZN|DK1","Without sequence","38.94",""
"24/03/2021 03:00:00 - 24/03/2021 04:00:00","BZN|DK1","Without sequence","38.86",""
"24/03/2021 04:00:00 - 24/03/2021 05:00:00","BZN|DK1","Without sequence","34.58",""
"24/03/2021 05:00:00 - 24/03/2021 06:00:00","BZN|DK1","Without sequence","44.64",""
"24/03/2021 06:00:00 - 24/03/2021 07:00:00","BZN|DK1","Without sequence","58.58",""
"24/03/2021 07:00:00 - 24/03/2021 08:00:00","BZN|DK1","Without sequence","63.82",""
"24/03/2021 08:00:00 - 24/03/2021 09:00:00","BZN|DK1","Without sequence","66.15",""
"24/03/2021 09:00:00 - 24/03/2021 10:00:00","BZN|DK1","Without sequence","45.86",""
"24/03/2021 10:00:00 - 24/03/2021 11:00:00","BZN|DK1","Without sequence","40.0",""
"24/03/2021 11:00:00 - 24/03/2021 12:00:00","BZN|DK1","Without sequence","40.98",""
"24/03/2021 12:00:00 - 24/03/2021 13:00:00","BZN|DK1","Without sequence","41.0",""
"24/03/2021 13:00:00 - 24/03/2021 14:00:00","BZN|DK1","Without sequence","42.6",""
"24/03/2021 14:00:00 - 24/03/2021 15:00:00","BZN|DK1","Without sequence","44.12",""
"24/03/2021 15:00:00 - 24/03/2021 16:00:00","BZN|DK1","Without sequence","48.82",""
"24/03/2021 16:00:00 - 24/03/2021 17:00:00","BZN|DK1","Without sequence","52.01",""
"24/03/2021 17:00:00 - 24/03/2021 18:00:00","BZN|DK1","Without sequence","61.05",""
"24/03/2021 18:00:00 - 24/03/2021 19:00:00","BZN|DK1","Without sequence","70.91",""
"24/03/2021 19:00:00 - 24/03/2021 20:00:00","BZN|DK1","Without sequence","84.0",""
"24/03/2021 20:00:00 - 24/03/2021 21:00:00","BZN|DK1","Without sequence","73.58",""
"24/03/2021 21:00:00 - 24/03/2021 22:00:00","BZN|DK1","Without sequence","66.75",""
"24/03/2021 22:00:00 - 24/03/2021 23:00:00","BZN|DK1","Without sequence","62.5",""
"24/03/2021 23:00:00 - 25/03/2021 00:00:00","BZN|DK1","Without sequence","59.1",""
"25/03/2021 00:00:00 - 25/03/2021 01:00:00","BZN|DK1","Without sequence","53.77",""
"25/03/2021 01:00:00 - 25/03/2021 02:00:00","BZN|DK1","Without sequence","50.31",""
"25/03/2021 02:00:00 - 25/03/2021 03:00:00","BZN|DK1","Without sequence","49.68",""
"25/03/2021 03:00:00 - 25/03/2021 04:00:00","BZN|DK1","Without sequence","48.87",""
"25/03/2021 04:00:00 - 25/03/2021 05:00:00","BZN|DK1","Without sequence","50.2",""
"25/03/2021 05:00:00 - 25/03/2021 06:00:00","BZN|DK1","Without sequence","58.87",""
"25/03/2021 06:00:00 - 25/03/2021 07:00:00","BZN|DK1","Without sequence","68.8",""
"25/03/2021 07:00:00 - 25/03/2021 08:00:00","BZN|DK1","Without sequence","74.97",""
"25/03/2021 08:00:00 - 25/03/2021 09:00:00","BZN|DK1","Without sequence","74.93",""
"25/03/2021 09:00:00 - 25/03/2021 10:00:00","BZN|DK1","Without sequence","67.04",""
"25/03/2021 10:00:00 - 25/03/2021 11:00:00","BZN|DK1","Without sequence","56.25",""
"25/03/2021 11:00:00 - 25/03/2021 12:00:00","BZN|DK1","Without sequence","43.93",""
"25/03/2021 12:00:00 - 25/03/2021 13:00:00","BZN|DK1","Without sequence","43.37",""
"25/03/2021 13:00:00 - 25/03/2021 14:00:00","BZN|DK1","Without sequence","44.14",""
"25/03/2021 14:00:00 - 25/03/2021 15:00:00","BZN|DK1","Without sequence","42.73",""
"25/03/2021 15:00:00 - 25/03/2021 16:00:00","BZN|DK1","Without sequence","42.3",""
"25/03/2021 16:00:00 - 25/03/2021 17:00:00","BZN|DK1","Without sequence","50.68",""
"25/03/2021 17:00:00 - 25/03/2021 18:00:00","BZN|DK1","Without sequence","63.26",""
"25/03/2021 18:00:00 - 25/03/2021 19:00:00","BZN|DK1","Without sequence","72.15",""
"25/03/2021 19:00:00 - 25/03/2021 20:00:00","BZN|DK1","Without sequence","85.43",""
"25/03/2021 20:00:00 - 25/03/2021 21:00:00","BZN|DK1","Without sequence","64.14",""
"25/03/2021 21:00:00 - 25/03/2021 22:00:00","BZN|DK1","Without sequence","53.86",""
"25/03/2021 22:00:00 - 25/03/2021 23:00:00","BZN|DK1","Without sequence","57.4",""
"25/03/2021 23:00:00 - 26/03/2021 00:00:00","BZN|DK1","Without sequence","44.44",""
"26/03/2021 00:00:00 - 26/03/2021 01:00:00","BZN|DK1","Without sequence","51.02",""
"26/03/2021 01:00:00 - 26/03/2021 02:00:00","BZN|DK1","Without sequence","41.51",""
"26/03/2021 02:00:00 - 26/03/2021 03:00:00","BZN|DK1","Without sequence","39.93",""
"26/03/2021 03:00:00 - 26/03/2021 04:00:00","BZN|DK1","Without sequence","39.92",""
"26/03/2021 04:00:00 - 26/03/2021 05:00:00","BZN|DK1","Without sequence","44.52",""
"26/03/2021 05:00:00 - 26/03/2021 06:00:00","BZN|DK1","Without sequence","45.0",""
"26/03/2021 06:00:00 - 26/03/2021 07:00:00","BZN|DK1","Without sequence","54.03",""
"26/03/2021 07:00:00 - 26/03/2021 08:00:00","BZN|DK1","Without sequence","62.92",""
"26/03/2021 08:00:00 - 26/03/2021 09:00:00","BZN|DK1","Without sequence","63.41",""
"26/03/2021 09:00:00 - 26/03/2021 10:00:00","BZN|DK1","Without sequence","46.08",""
"26/03/2021 10:00:00 - 26/03/2021 11:00:00","BZN|DK1","Without sequence","40.76",""
"26/03/2021 11:00:00 - 26/03/2021 12:00:00","BZN|DK1","Without sequence","33.75",""
"26/03/2021 12:00:00 - 26/03/2021 13:00:00","BZN|DK1","Without sequence","36.01",""
"26/03/2021 13:00:00 - 26/03/2021 14:00:00","BZN|DK1","Without sequence","34.73",""
"26/03/2021 14:00:00 - 26/03/2021 15:00:00","BZN|DK1","Without sequence","35.57",""
"26/03/2021 15:00:00 - 26/03/2021 16:00:00","BZN|DK1","Without sequence","39.41",""
"26/03/2021 16:00:00 - 26/03/2021 17:00:00","BZN|DK1","Without sequence","39.8",""
"26/03/2021 17:00:00 - 26/03/2021 18:00:00","BZN|DK1","Without sequence","40.54",""
"26/03/2021 18:00:00 - 26/03/2021 19:00:00","BZN|DK1","Without sequence","40.73",""
"26/03/2021 19:00:00 - 26/03/2021 20:00:00","BZN|DK1","Without sequence","39.94",""
"26/03/2021 20:00:00 - 26/03/2021 21:00:00","BZN|DK1","Without sequence","39.56",""
"26/03/2021 21:00:00 - 26/03/2021 22:00:00","BZN|DK1","Without sequence","41.82",""
"26/03/2021 22:00:00 - 26/03/2021 23:00:00","BZN|DK1","Without sequence","36.89",""
"26/03/2021 23:00:00 - 27/03/2021 00:00:00","BZN|DK1","Without sequence","36.9",""
"27/03/2021 00:00:00 - 27/03/2021 01:00:00","BZN|DK1","Without sequence","39.23",""
"27/03/2021 01:00:00 - 27/03/2021 02:00:00","BZN|DK1","Without sequence","38.09",""
"27/03/2021 02:00:00 - 27/03/2021 03:00:00","BZN|DK1","Without sequence","36.0",""
"27/03/2021 03:00:00 - 27/03/2021 04:00:00","BZN|DK1","Without sequence","34.03",""
"27/03/2021 04:00:00 - 27/03/2021 05:00:00","BZN|DK1","Without sequence","29.64",""
"27/03/2021 05:00:00 - 27/03/2021 06:00:00","BZN|DK1","Without sequence","34.09",""
"27/03/2021 06:00:00 - 27/03/2021 07:00:00","BZN|DK1","Without sequence","34.32",""
"27/03/2021 07:00:00 - 27/03/2021 08:00:00","BZN|DK1","Without sequence","30.49",""
"27/03/2021 08:00:00 - 27/03/2021 09:00:00","BZN|DK1","Without sequence","25.1",""
"27/03/2021 09:00:00 - 27/03/2021 10:00:00","BZN|DK1","Without sequence","13.39",""
"27/03/2021 10:00:00 - 27/03/2021 11:00:00","BZN|DK1","Without sequence","5.12",""
"27/03/2021 11:00:00 - 27/03/2021 12:00:00","BZN|DK1","Without sequence","0.02",""
"27/03/2021 12:00:00 - 27/03/2021 13:00:00","BZN|DK1","Without sequence","-9.55",""
"27/03/2021 13:00:00 - 27/03/2021 14:00:00","BZN|DK1","Without sequence","-18.22",""
"27/03/2021 14:00:00 - 27/03/2021 15:00:00","BZN|DK1","Without sequence","-29.96",""
"27/03/2021 15:00:00 - 27/03/2021 16:00:00","BZN|DK1","Without sequence","-1.81",""
"27/03/2021 16:00:00 - 27/03/2021 17:00:00","BZN|DK1","Without sequence","19.49",""
"27/03/2021 17:00:00 - 27/03/2021 18:00:00","BZN|DK1","Without sequence","42.4",""
"27/03/2021 18:00:00 - 27/03/2021 19:00:00","BZN|DK1","Without sequence","56.12",""
"27/03/2021 19:00:00 - 27/03/2021 20:00:00","BZN|DK1","Without sequence","54.62",""
"27/03/2021 20:00:00 - 27/03/2021 21:00:00","BZN|DK1","Without sequence","40.8",""
"27/03/2021 21:00:00 - 27/03/2021 22:00:00","BZN|DK1","Without sequence","37.5",""
"27/03/2021 22:00:00 - 27/03/2021 23:00:00","BZN|DK1","Without sequence","37.06",""
"27/03/2021 23:00:00 - 28/03/2021 00:00:00","BZN|DK1","Without sequence","36.92",""
"28/03/2021 00:00:00 - 28/03/2021 01:00:00","BZN|DK1","Without sequence","43.77",""
"28/03/2021 01:00:00 - 28/03/2021 03:00:00","BZN|DK1","Without sequence","38.62",""
"28/03/2021 03:00:00 - 28/03/2021 04:00:00","BZN|DK1","Without sequence","35.43",""
"28/03/2021 04:00:00 - 28/03/2021 05:00:00","BZN|DK1","Without sequence","35.0",""
"28/03/2021 05:00:00 - 28/03/2021 06:00:00","BZN|DK1","Without sequence","35.07",""
"28/03/2021 06:00:00 - 28/03/2021 07:00:00","BZN|DK1","Without sequence","35.67",""
"28/03/2021 07:00:00 - 28/03/2021 08:00:00","BZN|DK1","Without sequence","35.72",""
"28/03/2021 08:00:00 - 28/03/2021 09:00:00","BZN|DK1","Without sequence","27.68",""
"28/03/2021 09:00:00 - 28/03/2021 10:00:00","BZN|DK1","Without sequence","30.0",""
"28/03/2021 10:00:00 - 28/03/2021 11:00:00","BZN|DK1","Without sequence","21.22",""
"28/03/2021 11:00:00 - 28/03/2021 12:00:00","BZN|DK1","Without sequence","1.88",""
"28/03/2021 12:00:00 - 28/03/2021 13:00:00","BZN|DK1","Without sequence","-12.0",""
"28/03/2021 13:00:00 - 28/03/2021 14:00:00","BZN|DK1","Without sequence","-2.99",""
"28/03/2021 14:00:00 - 28/03/2021 15:00:00","BZN|DK1","Without sequence","-12.0",""
"28/03/2021 15:00:00 - 28/03/2021 16:00:00","BZN|DK1","Without sequence","-24.16",""
"28/03/2021 16:00:00 - 28/03/2021 17:00:00","BZN|DK1","Without sequence","-12.14",""
"28/03/2021 17:00:00 - 28/03/2021 18:00:00","BZN|DK1","Without sequence","4.55",""
"28/03/2021 18:00:00 - 28/03/2021 19:00:00","BZN|DK1","Without sequence","35.3",""
"28/03/2021 19:00:00 - 28/03/2021 20:00:00","BZN|DK1","Without sequence","43.04",""
"28/03/2021 20:00:00 - 28/03/2021 21:00:00","BZN|DK1","Without sequence","48.34",""
"28/03/2021 21:00:00 - 28/03/2021 22:00:00","BZN|DK1","Without sequence","40.73",""
"28/03/2021 22:00:00 - 28/03/2021 23:00:00","BZN|DK1","Without sequence","40.63",""
"28/03/2021 23:00:00 - 29/03/2021 00:00:00","BZN|DK1","Without sequence","38.68",""
"29/03/2021 00:00:00 - 29/03/2021 01:00:00","BZN|DK1","Without sequence","27.56",""
"29/03/2021 01:00:00 - 29/03/2021 02:00:00","BZN|DK1","Without sequence","22.24",""
"29/03/2021 02:00:00 - 29/03/2021 03:00:00","BZN|DK1","Without sequence","22.0",""
"29/03/2021 03:00:00 - 29/03/2021 04:00:00","BZN|DK1","Without sequence","22.59",""
"29/03/2021 04:00:00 - 29/03/2021 05:00:00","BZN|DK1","Without sequence","22.9",""
"29/03/2021 05:00:00 - 29/03/2021 06:00:00","BZN|DK1","Without sequence","26.9",""
"29/03/2021 06:00:00 - 29/03/2021 07:00:00","BZN|DK1","Without sequence","26.88",""
"29/03/2021 07:00:00 - 29/03/2021 08:00:00","BZN|DK1","Without sequence","45.82",""
"29/03/2021 08:00:00 - 29/03/2021 09:00:00","BZN|DK1","Without sequence","40.43",""
"29/03/2021 09:00:00 - 29/03/2021 10:00:00","BZN|DK1","Without sequence","44.01",""
"29/03/2021 10:00:00 - 29/03/2021 11:00:00","BZN|DK1","Without sequence","36.58",""
"29/03/2021 11:00:00 - 29/03/2021 12:00:00","BZN|DK1","Without sequence","28.58",""
"29/03/2021 12:00:00 - 29/03/2021 13:00:00","BZN|DK1","Without sequence","22.33",""
"29/03/2021 13:00:00 - 29/03/2021 14:00:00","BZN|DK1","Without sequence","17.92",""
"29/03/2021 14:00:00 - 29/03/2021 15:00:00","BZN|DK1","Without sequence","17.13",""
"29/03/2021 15:00:00 - 29/03/2021 16:00:00","BZN|DK1","Without sequence","18.61",""
"29/03/2021 16:00:00 - 29/03/2021 17:00:00","BZN|DK1","Without sequence","20.44",""
"29/03/2021 17:00:00 - 29/03/2021 18:00:00","BZN|DK1","Without sequence","38.76",""
"29/03/2021 18:00:00 - 29/03/2021 19:00:00","BZN|DK1","Without sequence","48.55",""
"29/03/2021 19:00:00 - 29/03/2021 20:00:00","BZN|DK1","Without sequence","38.05",""
"29/03/2021 20:00:00 - 29/03/2021 21:00:00","BZN|DK1","Without sequence","38.46",""
"29/03/2021 21:00:00 - 29/03/2021 22:00:00","BZN|DK1","Without sequence","38.53",""
"29/03/2021 22:00:00 - 29/03/2021 23:00:00","BZN|DK1","Without sequence","35.14",""
"29/03/2021 23:00:00 - 30/03/2021 00:00:00","BZN|DK1","Without sequence","34.34",""
"30/03/2021 00:00:00 - 30/03/2021 01:00:00","BZN|DK1","Without sequence","34.18",""
"30/03/2021 01:00:00 - 30/03/2021 02:00:00","BZN|DK1","Without sequence","33.99",""
"30/03/2021 02:00:00 - 30/03/2021 03:00:00","BZN|DK1","Without sequence","33.87",""
"30/03/2021 03:00:00 - 30/03/2021 04:00:00","BZN|DK1","Without sequence","33.93",""
"30/03/2021 04:00:00 - 30/03/2021 05:00:00","BZN|DK1","Without sequence","29.6",""
"30/03/2021 05:00:00 - 30/03/2021 06:00:00","BZN|DK1","Without sequence","15.54",""
"30/03/2021 06:00:00 - 30/03/2021 07:00:00","BZN|DK1","Without sequence","50.47",""
"30/03/2021 07:00:00 - 30/03/2021 08:00:00","BZN|DK1","Without sequence","55.51",""
"30/03/2021 08:00:00 - 30/03/2021 09:00:00","BZN|DK1","Without sequence","50.48",""
"30/03/2021 09:00:00 - 30/03/2021 10:00:00","BZN|DK1","Without sequence","54.84",""
"30/03/2021 10:00:00 - 30/03/2021 11:00:00","BZN|DK1","Without sequence","49.32",""
"30/03/2021 11:00:00 - 30/03/2021 12:00:00","BZN|DK1","Without sequence","42.81",""
"30/03/2021 12:00:00 - 30/03/2021 13:00:00","BZN|DK1","Without sequence","38.88",""
"30/03/2021 13:00:00 - 30/03/2021 14:00:00","BZN|DK1","Without sequence","38.5",""
"30/03/2021 14:00:00 - 30/03/2021 15:00:00","BZN|DK1","Without sequence","38.06",""
"30/03/2021 15:00:00 - 30/03/2021 16:00:00","BZN|DK1","Without sequence","38.2",""
"30/03/2021 16:00:00 - 30/03/2021 17:00:00","BZN|DK1","Without sequence","28.74",""
"30/03/2021 17:00:00 - 30/03/2021 18:00:00","BZN|DK1","Without sequence","51.52",""
"30/03/2021 18:00:00 - 30/03/2021 19:00:00","BZN|DK1","Without sequence","62.94",""
"30/03/2021 19:00:00 - 30/03/2021 20:00:00","BZN|DK1","Without sequence","70.52",""
"30/03/2021 20:00:00 - 30/03/2021 21:00:00","BZN|DK1","Without sequence","71.07",""
"30/03/2021 21:00:00 - 30/03/2021 22:00:00","BZN|DK1","Without sequence","63.44",""
"30/03/2021 22:00:00 - 30/03/2021 23:00:00","BZN|DK1","Without sequence","50.1",""
"30/03/2021 23:00:00 - 31/03/2021 00:00:00","BZN|DK1","Without sequence","50.0",""
"31/03/2021 00:00:00 - 31/03/2021 01:00:00","BZN|DK1","Without sequence","56.58",""
"31/03/2021 01:00:00 - 31/03/2021 02:00:00","BZN|DK1","Without sequence","50.97",""
"31/03/2021 02:00:00 - 31/03/2021 03:00:00","BZN|DK1","Without sequence","50.0",""
"31/03/2021 03:00:00 - 31/03/2021 04:00:00","BZN|DK1","Without sequence","49.18",""
"31/03/2021 04:00:00 - 31/03/2021 05:00:00","BZN|DK1","Without sequence","48.33",""
"31/03/2021 05:00:00 - 31/03/2021 06:00:00","BZN|DK1","Without sequence","53.54",""
"31/03/2021 06:00:00 - 31/03/2021 07:00:00","BZN|DK1","Without sequence","65.79",""
"31/03/2021 07:00:00 - 31/03/2021 08:00:00","BZN|DK1","Without sequence","75.11",""
"31/03/2021 08:00:00 - 31/03/2021 09:00:00","BZN|DK1","Without sequence","76.39",""
"31/03/2021 09:00:00 - 31/03/2021 10:00:00","BZN|DK1","Without sequence","65.98",""
"31/03/2021 10:00:00 - 31/03/2021 11:00:00","BZN|DK1","Without sequence","56.81",""
"31/03/2021 11:00:00 - 31/03/2021 12:00:00","BZN|DK1","Without sequence","50.71",""
"31/03/2021 12:00:00 - 31/03/2021 13:00:00","BZN|DK1","Without sequence","49.0",""
"31/03/2021 13:00:00 - 31/03/2021 14:00:00","BZN|DK1","Without sequence","46.66",""
"31/03/2021 14:00:00 - 31/03/2021 15:00:00","BZN|DK1","Without sequence","43.09",""
"31/03/2021 15:00:00 - 31/03/2021 16:00:00","BZN|DK1","Without sequence","43.92",""
"31/03/2021 16:00:00 - 31/03/2021 17:00:00","BZN|DK1","Without sequence","46.79",""
"31/03/2021 17:00:00 - 31/03/2021 18:00:00","BZN|DK1","Without sequence","51.32",""
"31/03/2021 18:00:00 - 31/03/2021 19:00:00","BZN|DK1","Without sequence","67.16",""
"31/03/2021 19:00:00 - 31/03/2021 20:00:00","BZN|DK1","Without sequence","96.8",""
"31/03/2021 20:00:00 - 31/03/2021 21:00:00","BZN|DK1","Without sequence","78.6",""
"31/03/2021 21:00:00 - 31/03/2021 22:00:00","BZN|DK1","Without sequence","66.15",""
"31/03/2021 22:00:00 - 31/03/2021 23:00:00","BZN|DK1","Without sequence","62.9",""
"31/03/2021 23:00:00 - 01/04/2021 00:00:00","BZN|DK1","Without sequence","55.92",""
"01/04/2021 00:00:00 - 01/04/2021 01:00:00","BZN|DK1","Without sequence","54.38",""
"01/04/2021 01:00:00 - 01/04/2021 02:00:00","BZN|DK1","Without sequence","40.46",""
"01/04/2021 02:00:00 - 01/04/2021 03:00:00","BZN|DK1","Without sequence","40.44",""
"01/04/2021 03:00:00 - 01/04/2021 04:00:00","BZN|DK1","Without sequence","40.19",""
"01/04/2021 04:00:00 - 01/04/2021 05:00:00","BZN|DK1","Without sequence","39.68",""
"01/04/2021 05:00:00 - 01/04/2021 06:00:00","BZN|DK1","Without sequence","30.05",""
"01/04/2021 06:00:00 - 01/04/2021 07:00:00","BZN|DK1","Without sequence","51.77",""
"01/04/2021 07:00:00 - 01/04/2021 08:00:00","BZN|DK1","Without sequence","42.58",""
"01/04/2021 08:00:00 - 01/04/2021 09:00:00","BZN|DK1","Without sequence","43.58",""
"01/04/2021 09:00:00 - 01/04/2021 10:00:00","BZN|DK1","Without sequence","43.94",""
"01/04/2021 10:00:00 - 01/04/2021 11:00:00","BZN|DK1","Without sequence","43.7",""
